Calibration
1270	0	0	
1285	0	0	
1300	0	0	
1315	0	0	
1330	0	0	
1345	0	0	
1360	0	0	
1375	0	0	
1390	0	0	
1405	0	0	
1420	0	0	
1435	0	0	
1450	0	0	
1465	0	0	
1480	0	0	
1495	0	0	
1510	0	0	
1525	0	0	
1540	0	0	
1555	0	0	
1570	0	0	
1585	0	0	
1600	0	0	
1615	0	0	
1630	0	0	
1645	0	0	
1660	0	0	
1675	0	0	
1690	0	0	
1705	0	0	
1720	0	0	
1735	0	0	
1750	0	0	
1765	0	0	
1780	0	0	
1795	0	0	
1810	0	0	
1825	0	0	
1840	0	0	
1855	0	0	
1870	0	0	
1885	0	0	
1900	0	0	
1915	0	0	
1930	0	0	
1945	0	0	
1960	0	0	
1975	0	0	
1990	0	0	
2005	0	0	
2020	0	0	
2035	0	0	
2050	0	0	
2065	0	0	
2080	0	0	
2095	0	0	
2110	0	0	
2125	0	0	
2140	0	0	
2155	0	0	
2170	0	0	
2185	0	0	
2200	0	0	
2215	0	0	
2230	0	0	
2245	0	0	
2260	0	0	
2275	0	0	
2290	0	0	
2305	0	0	
2320	0	0	
2335	0	0	
2350	0	0	
2365	0	0	
2380	0	0	
2395	0	0	
2410	0	0	
2425	0	0	
2440	0	0	
2455	0	0	
2470	0	0	
2485	0	0	
2500	0	0	
2515	0	0	
2530	0	0	
2545	0	0	
2560	0	0	
2575	0	0	
2590	0	0	
2605	0	0	
2620	0	0	
2635	0	0	
2650	0	0	
2665	0	0	
2680	0	0	
2695	0	0	
2710	0	0	
2725	0	0	
2740	0	0	
2755	0	0	
2770	0	0	
2785	0	0	
2800	0	0	
2815	0	0	
2830	0	0	
2845	0	0	
2860	0	0	
2875	0	0	
2890	0	0	
2905	0	0	
2920	0	0	
2935	0	0	
2950	0	0	
2965	0	0	
2980	0	0	
2995	0	0	
3010	0	0	
3025	0	0	
3040	0	0	
3055	0	0	
3070	0	0	
3085	0	0	
3100	0	0	
3115	0	0	
3130	0	0	
3145	0	0	
3160	0	0	
3175	0	0	
3190	0	0	
3205	0	0	
3220	0	0	
3235	0	0	
3250	0	0	
3265	0	0	
3280	0	0	
3295	0	0	
3310	0	0	
3325	0	0	
3340	0	0	
3355	0	0	
3370	0	0	
3385	0	0	
3400	0	0	
3415	0	0	
3430	0	0	
3445	0	0	
3460	0	0	
3475	0	0	
3490	0	0	
3505	0	0	
3520	0	0	
3535	0	0	
3550	0	0	
3565	0	0	
3580	0	0	
3595	0	0	
3610	0	0	
3625	0	0	
3640	0	0	
3655	0	0	
3670	0	0	
3685	0	0	
3700	0	0	
3715	0	0	
3730	0	0	
3745	0	0	
3760	0	0	
3775	0	0	
3790	0	0	
3805	0	0	
3820	0	0	
3835	0	0	
3850	0	0	
3865	0	0	
3880	0	0	
3895	0	0	
3910	0	0	
3925	0	0	
3940	0	0	
3955	0	0	
3970	0	0	
3985	0	0	
4000	0	0	
4015	0	0	
4030	0	0	
4045	0	0	
4060	0	0	
4075	0	0	
4090	0	0	
10	0	0	
25	0	0	
40	0	0	
55	0	0	
70	0	0	
85	0	0	
100	0	0	
115	0	0	
130	0	0	
145	0	0	
160	0	0	
175	0	0	
190	0	0	
205	0	0	
220	0	0	
235	0	0	
250	0	0	
265	0	0	
280	0	0	
295	0	0	
310	0	0	
325	0	0	
340	0	0	
355	0	0	
370	0	0	
385	0	0	
400	0	0	
415	0	0	
430	0	0	
445	0	0	
460	0	0	
475	0	0	
490	0	0	
505	0	0	
520	0	0	
535	0	0	
550	0	0	
565	0	0	
580	0	0	
595	0	0	
610	0	0	
625	0	0	
640	0	0	
655	0	0	
670	0	0	
685	0	0	
700	0	0	
715	0	0	
730	0	0	
745	0	0	
760	0	0	
775	0	0	
790	0	0	
805	0	0	
820	0	0	
835	0	0	
850	0	0	
865	0	0	
880	0	0	
895	0	0	
910	0	0	
925	0	0	
940	0	0	
955	0	0	
970	0	0	
985	0	0	
1000	0	0	
